address,lat,lon
Bajeskwartier | The Emerald (Bouwnr. 515),52.34476075,4.91570225
Bajeskwartier | The Emerald (Bouwnr. 1102),52.34476075,4.91570225
Bajeskwartier | The Emerald (Bouwnr. 212),52.34476075,4.91570225
Bajeskwartier | The Emerald (Bouwnr. 603),52.34476075,4.91570225
Bajeskwartier | The Emerald (Bouwnr. 601),52.34476075,4.91570225
Bajeskwartier | The Emerald (Bouwnr. 902),52.34476075,4.91570225
Bajeskwartier | The Emerald (Bouwnr. 501),52.34476075,4.91570225
Bajeskwartier | The Emerald (Bouwnr. 1104),52.34476075,4.91570225
Bajeskwartier | The Emerald (Bouwnr. 205),52.34476075,4.91570225
Bajeskwartier | The Emerald (Bouwnr. 502),52.34476075,4.91570225
Bajeskwartier | The Emerald (Bouwnr. 305),52.34476075,4.91570225
Bajeskwartier | The Emerald (Bouwnr. 508),52.34476075,4.91570225
Bajeskwartier | The Emerald (Bouwnr. 312),52.34476075,4.91570225
Bajeskwartier | The Emerald (Bouwnr. 211),52.34476075,4.91570225
Bajeskwartier | The Emerald (Bouwnr. 1301),52.34476075,4.91570225
Bajeskwartier | The Emerald (Bouwnr. 903),52.34476075,4.91570225
Bajeskwartier | The Emerald (Bouwnr. 311),52.34476075,4.91570225
Bajeskwartier | The Emerald (Bouwnr. 306),52.34476075,4.91570225
Bajeskwartier | The Emerald (Bouwnr. 511),52.34476075,4.91570225
Bajeskwartier | The Emerald (Bouwnr. 605),52.34476075,4.91570225
Bajeskwartier | The Emerald (Bouwnr. 509),52.34476075,4.91570225
Bajeskwartier | The Emerald (Bouwnr. 202),52.34476075,4.91570225
Bajeskwartier | The Emerald (Bouwnr. 1501),52.34476075,4.91570225
Bajeskwartier | The Emerald (Bouwnr. 208),52.34476075,4.91570225
Bajeskwartier | The Emerald (Bouwnr. 1502),52.34476075,4.91570225
Bajeskwartier | The Emerald (Bouwnr. 1303),52.34476075,4.91570225
Bajeskwartier | The (Bouwnr. 604),52.34476075,4.91570225
Bajeskwartier | The Emerald (Bouwnr. 214),52.34476075,4.91570225
Bajeskwartier | The Emerald (Bouwnr. 308),52.34476075,4.91570225
Bajeskwartier | The Emerald (Bouwnr. 606),52.34476075,4.91570225
Bajeskwartier | The Emerald (Bouwnr. 513),52.34476075,4.91570225
Bajeskwartier | The Emerald (Bouwnr. 307),52.34476075,4.91570225
Roerstraat 25-3,52.3447888,4.8994201
Kromme-Mijdrechtstraat 78-H,52.3447899,4.9107056
Biesboschstraat 89-1,52.3448286,4.8959124
Chet Bakerstraat 185,52.3448318,4.826791
Kromme-Mijdrechtstraat 87-1,52.3449195,4.9115699
Geulstraat 12-1,52.3449227,4.8926241
Kromme-Mijdrechtstraat 81-3,52.3449457,4.9112906
Lekstraat 66-2,52.345055,4.9050524
Biesboschstraat 70-1,52.345116,4.8958652
Dintelstraat 52-H,52.3451653,4.8926651
Lekstraat 56-1,52.345176,4.9060932
Kromme-Mijdrechtstraat 30-H,52.3452043,4.908734
Merwedeplein 49,52.3452074,4.9005749
Kempenlaan 11,52.3452256,4.8069164
Biesboschstraat 56-3,52.3452271,4.8967008
Kempenlaan 3,52.3452347,4.8069309
Van Tuyll van Serooskerkenplein 54-3,52.3452618,4.8647518
Courbetstraat 48-2,52.3452804,4.8690515
Lekstraat 5-1,52.3452845,4.9084694
Omval 31,52.3452853,4.9154101
Agamemnonstraat 15-2,52.345292,4.8635629
Merwedeplein 57-1,52.3452939,4.8997668
Samosstraat 58,52.345294,4.7927183
Samosstraat 56,52.3453002,4.7927056
Amazonenstraat 22-3,52.3453297,4.8622862
Beethovenstraat 107-E,52.3453506,4.8769607
Krammerstraat 23-D,52.3453884,4.8876411
Van Tuyll van Serooskerkenplein 36-1,52.3453915,4.8657335
Agamemnonstraat 7-2,52.3455073,4.863487
Agamemnonstraat 7-1,52.3455074,4.8634868
Biesboschstraat 20-3,52.3455151,4.8988105
Diezestraat 22-1,52.3455302,4.8917368
Hestiastraat 77-3,52.3455386,4.8563398
Minervalaan 76-3,52.3456089,4.8722172
Waverstraat 97-1,52.345629,4.9069835
Jekerstraat 110-3,52.345672,4.8955945
Hectorstraat 10-2,52.3456846,4.864952
Maasstraat 59-1,52.3457425,4.8952272
Hectorstraat 8-H,52.3457474,4.8649364
Belgiëplein 82,52.345781,4.8120602
Olympiaweg 121-2,52.3458323,4.8597701
Belgiëplein 100,52.3458456,4.8124247
Milletstraat 19-3,52.3458524,4.8704386
Vechtstraat 67-1,52.34587,4.9065847
Hestiastraat 63-2,52.3458993,4.8566582
Patroclosstraat 1-3,52.3459231,4.8660797
Vrijheidslaan 95-4,52.3459439,4.9048811
Herculesstraat 130-2,52.3459559,4.8612948
Grevelingenstraat 2-H,52.3459798,4.8897217
Merwedeplein 26,52.3460002,4.9010359
Leuvenstraat 64,52.3460303,4.8171495
Grevelingenstraat 24-1,52.3460377,4.8884585
Diezestraat 6-2,52.3460608,4.891804
Jekerstraat 14-3,52.3460999,4.8990091
Victorieplein 50,52.3461403,4.9023405
Jekerstraat 46-3,52.3461407,4.8979963
Krammerstraat 6-H,52.3461501,4.8874148
Waverstraat 46-2,52.3461599,4.9093257
Haringvlietstraat 17-1,52.3462376,4.8868272
Deurloostraat 59-H,52.346259,4.8898363
Olympiaplein 123-1,52.3462725,4.8678071
Beethovenstraat 116-3,52.3463371,4.8765233
Minervaplein 29-5,52.3463631,4.8740144
Churchill-laan 31-A3,52.3463761,4.9007239
Beethovenstraat 114-3,52.3463824,4.8765228
Berlaarstraat 197,52.3463832,4.8083688
Waverstraat 2-1,52.3464101,4.9112163
Olympiaplein 101-2,52.3464204,4.8687741
Deurloostraat 54-1,52.3464456,4.8914184
Generaal Vetterstraat 2-1,52.3464505,4.8473469
Stadionweg 111-1,52.3464708,4.8699915
Deurloostraat 58-1,52.3464956,4.8904786
Maasstraat 20-3,52.3465859,4.8948508
Maasstraat 20-1,52.3465871,4.8948326
Bocholtstraat 114,52.3466636,4.8142942
Stadionweg 59-1,52.3466925,4.8755217
Churchill-laan 135-3,52.3467052,4.8933091
P. Hans Frankfurthersingel 46,52.3467307,4.7950532
Rijnstraat 54-2,52.3467343,4.904741
Churchill-laan 153-4,52.3467702,4.8920741
Churchill-laan 161-3A,52.3468107,4.8915092
Dinarpromenade 14,52.3468165,4.7835754
Churchill-laan 12,52.3469037,4.9021854
Haringvlietstraat 5,52.3469209,4.8868929
Stadionweg 164-2,52.3469381,4.8740658
Stadionweg 162-1,52.3469381,4.8741246
Churchill-laan 195-2,52.3469547,4.8885217
Stadionweg 166-4,52.3469653,4.8740216
Stadionweg 146-4,52.3469682,4.8747402
Vrijheidslaan 37-4,52.3470504,4.9117127
Churchill-laan 82-2,52.3470679,4.8983533
Turnerstraat 13-1,52.347073,4.859814
Rijnsburgstraat 86-3,52.3470904,4.8476329
Waalstraat 34-2,52.3470916,4.8998203
Tintorettostraat 25,52.3471148,4.8692942
Churchill-laan 98-1,52.3471268,4.8974426
Minervaplein 2-4,52.3471542,4.8720816
Tintorettostraat 5-1,52.3471931,4.8707609
Schipbeekstraat 19-2,52.3472195,4.8981169
Uithoornstraat 45-2,52.3472382,4.9071276
IJselstraat 27-3,52.3472665,4.9030915
Minervaplein 11-5,52.3472782,4.8739595
Minervaplein 11-3,52.3472786,4.8739593
Minervaplein 11-1,52.347279,4.8739592
Aalsmeerplein 7-H,52.3473277,4.8464265
Tintorettostraat 8-1,52.3473317,4.8695558
Cliostraat 29-1,52.3473582,4.8756608
Cliostraat 27-3,52.3473582,4.8757192
Raphaëlplein 39,52.347389,4.870333
IJselstraat 30-H,52.347437,4.900609
Uithoornstraat 25-1,52.3474617,4.9090037
IJselstraat 32-A,52.3475347,4.9004614
Uithoornstraat 11-1,52.3475635,4.9097364
Albrecht Dürerstraat 46-1,52.3476196,4.8758339
Churchill-laan 294,52.3476329,4.8873692
IJselstraat 52-H,52.3476432,4.8984941
Rijnstraat 31-2,52.3476969,4.9049801
Quinten Massijsstraat 1-2,52.347734,4.8752602
Bertrand Russellstraat 42,52.3477444,4.9212854
Bertrand Russellstraat 154,52.3477717,4.921387
Vechtstraat 30-3,52.3477975,4.9054631
Michelangelostraat 53-3,52.3478278,4.8713532
Sassenheimstraat 23-1,52.3478755,4.8484156
Oude-IJselstraat 3-H,52.3478885,4.9014116
Meerhuizenstraat 11-S,52.3478918,4.9085874
Honselersdijkstraat 6-3,52.347914,4.8431313
Woubruggestraat 39-2,52.3479802,4.8497061
Abbenesstraat 17-2,52.3480108,4.8466088
Middenweg 323,52.3480237,4.9401113
Quinten Massijsstraat 2-4,52.3480833,4.8749034
Amstelkade 67-1,52.3481241,4.899545
Amstelkade 65-C,52.3481806,4.9002339
Anthonie van Dijckstraat 5-H,52.3482076,4.8746389
Amstelkade 65-D,52.3482272,4.9002222
Baden Powellweg 263-A8,52.3482429,4.7962653
Kromme Leimuidenstraat 28-2,52.3483157,4.8503474
Olympiakade 34-3,52.3483335,4.8604006
Olympiaweg 51-C,52.348352,4.862485
Herculesstraat 38-A,52.348355,4.8631303
Baden Powellweg 263-B17,52.3483931,4.795633
Baden Powellweg 133,52.3484057,4.7956174
Baden Powellweg 179,52.3484067,4.795631
Baden Powellweg 119,52.3484069,4.7956015
Aalsmeerweg 81-4,52.3484235,4.8483215
Ottho Heldringstraat 33-L,52.348435,4.8334385
Amstelkade 50-1,52.3484398,4.9020071
Eurokade 16-B,52.3484597,4.787147
Woubruggestraat 15-1,52.3486543,4.8497124
Michelangelostraat 29,52.3486603,4.8712575
Gerrit van der Veenstraat 133-3,52.3486663,4.8705825
Ottho Heldringstraat 27-Z,52.3486821,4.8333303
Jozef Israëlskade 14-D,52.3486878,4.8881059
Jozef Israëlskade 8-C,52.348703,4.8874892
Maassluisstraat 336,52.3487762,4.8352107
Ottho Heldringstraat 202-A,52.3487969,4.8320691
Olympiakade 26-1,52.348912,4.8610543
Ottho Heldringstraat 200-F,52.3489235,4.8320972
Tweede Van der Helststraat 81-2,52.3490411,4.8952495
Helmholtzstraat 83-H,52.3490433,4.9410549
Gerrit van der Veenstraat 58-2,52.3490505,4.8783273
Rietwijkerstraat 11-3,52.3490534,4.8506029
Vincent van Goghstraat 8-A,52.3490704,4.8872209
Vincent van Goghstraat 173,52.3491024,4.8905523
Vincent van Goghstraat 157,52.3491192,4.8902725
Vincent van Goghstraat 151,52.3491192,4.8902731
Helmholtzstraat 68-1,52.3491211,4.9403644
Linnaeusparkweg 246-1,52.3491258,4.9415972
Michelangelostraat 23-H,52.3491544,4.871223
Leonardostraat 6-1,52.3491943,4.867993
Ben van Meerendonkstraat 255,52.3493246,5.0118424
Speerstraat 4-H,52.3493303,4.8622232
Mauvestraat 54-2,52.34936,4.9028335
Fritz Dietrich Kahlenbergstraat 57,52.3493895,5.0096796
Ladogameerhof 312,52.3493994,4.7842301
Helmholtzstraat 69-H,52.3494001,4.9404794
Christiaan Huygensplein 22-1,52.3494311,4.9391431
Ladogameerhof 302,52.3494805,4.784273
Minervalaan 14-H,52.3494898,4.8718494
Ladogameerhof 276,52.3494953,4.7836564
Titiaanstraat 29-1,52.3495357,4.8679744
Mauvestraat 57-H,52.3495593,4.9031697
Albrecht Dürerstraat 7,52.3495794,4.8759434
Van Hilligaertstraat 12-B,52.3495919,4.8872737
Rietwijkerstraat 68-1,52.3496196,4.8465599
Helmholtzstraat 54-2,52.3496305,4.9396108
Van Woustraat 236-2,52.349642,4.9036963
Klaas Katerstraat 162,52.3496483,4.7961591
Linnaeusparkweg 226-2,52.3496529,4.9407551
Baarsstraat 35-1,52.3496657,4.854749
Klaas Katerstraat 160,52.3496663,4.7961588
Weesperzijde 132-1,52.3497323,4.9126631
Van Hilligaertstraat 11-F,52.3497761,4.8868442
Schollenbrugstraat 23-2,52.3497843,4.9144235
Van Helt Stocadestraat 6-H,52.3498185,4.8963999
Jan van Zutphenstraat 653,52.3498436,4.7992827
Mesdagstraat 13-1,52.3498525,4.8958568
Wilhelmina Druckerstraat 13-2,52.3498732,4.8295608
Eva Besnyöstraat 495,52.3498796,5.0083545
Jan Bernardusstraat 20-HL,52.3498802,4.9138367
Van Hilligaertstraat 11-D,52.3498885,4.887404
Jan van Eijckstraat 7-H,52.349899,4.8770992
Rijswijkstraat 149-B,52.349921,4.8409724
Willem Passtoorsstraat 2-H,52.3499419,4.8958265
Rijswijkstraat 129,52.3499449,4.8410518
Jan Bernardusstraat 24-1L,52.3499625,4.9140256
Jan van Zutphenstraat 521,52.349969,4.7992072
Piet Gijzenbrugstraat 36-1,52.3500068,4.8467166
Mauvestraat 42-2,52.3500152,4.902665
Sloterkade 167-D,52.3500262,4.8514854
Pieter Calandlaan 406,52.3501312,4.78852
Apollolaan 189-2,52.3501577,4.8684369
Pieter Calandlaan 528,52.3501581,4.7885043
Stolwijkstraat 46-H,52.3501666,4.848271
Pieter Calandlaan 584,52.350167,4.7885034
Pieter Calandlaan 696,52.3501847,4.7884867
Pieter Calandlaan 674,52.3501849,4.7884889
Pieter Calandlaan 660,52.350185,4.7884903
Pieter Calandlaan 758,52.3502029,4.7884896
Wilhelmina Druckerstraat 94,52.3502523,4.8293903
Cornelis Trooststraat 4-2,52.3502983,4.8870273
Cornelis Trooststraat 6-1,52.3503192,4.8871188
Tweekamer appartement (Bouwnr. 13),52.3503359,5.0132936
Vierkamer hoekappartement (Bouwnr. 18),52.3503359,5.0132936
Driekamerappartement (Bouwnr. 16),52.3503359,5.0132936
Driekamerappartement (Bouwnr. 15),52.3503359,5.0132936
Vierkamer hoekappartement (Bouwnr. 8),52.3503359,5.0132936
Muiderlaan 401-E,52.3503359,5.0132936
Penthouse (Bouwnr. 25),52.3503359,5.0132936
Driekamerappartement (Bouwnr. 9),52.3503359,5.0132936
Vierkamer hoekappartement (Bouwnr. 12),52.3503359,5.0132936
Tweekamer appartement (Bouwnr. 14),52.3503359,5.0132936
Driekamerappartement (Bouwnr. 7),52.3503359,5.0132936
Tweekamer appartement (Bouwnr. 20),52.3503359,5.0132936
Driekamerappartement (Bouwnr. 5),52.3503359,5.0132936
Maissonnette (Bouwnr. 3),52.3503359,5.0132936
Nydia Ecurystraat 69,52.3503732,5.0143359
Berthelotstraat 2-2,52.3503897,4.9431254
Cornelis Trooststraat 30-4,52.3504224,4.8881749
Westlandgracht 171-2,52.3504358,4.8461832
Overamstelstraat 34-1,52.3504385,4.9139471
Nydia Ecurystraat 83,52.350443,5.0148796
Ladogameerhof 148,52.3504485,4.7821458
Apollolaan 107-3,52.3504723,4.876711
Bunsenstraat 11,52.3505388,4.937356
Jan van Zutphenstraat 139,52.350541,4.8021795
Maassluisstraat 42,52.3505469,4.8352031
Maassluisstraat 86,52.3505473,4.835291
Mauvestraat 24-H,52.3505541,4.9024532
Ohmstraat 1-3,52.350577,4.9426543
Cornelis Trooststraat 39-2,52.3506299,4.8882747
Cornelis Springerstraat 3-H,52.35065,4.9018807
Maassluisstraat 100-N,52.3506625,4.835195
Stolwijkstraat 27-H,52.3506896,4.8487195
Dusartstraat 66-H,52.3507034,4.8886257
Westlandgracht 161-H,52.3507145,4.8461949
Mauvestraat 18-1,52.3507154,4.9024079
Lutmastraat 71-2,52.3507604,4.8958612
De Lierhof 28,52.350762,4.8449486
Cornelis Trooststraat 75-H,52.3507819,4.890152
Amstelveenseweg 151-1,52.3507823,4.8572161
Lutmastraat 75-E,52.3507958,4.8960002
Lutmastraat 75-B,52.3508,4.8960002
Westlandgracht 157-3,52.3508224,4.8461639
Vaartstraat 6-3,52.3508234,4.8562761
Ladogameerhof 103,52.3508432,4.781095
Ladogameerhof 92,52.350845,4.7810963
Pieter Calandlaan 1285,52.3508569,4.7952036
Camille Balystraat 3,52.3508692,5.0139015
Dusartstraat 65-2,52.3508762,4.8892114
Stolwijkstraat 20-1,52.3508768,4.8482912
Zeilstraat 29-2,52.3508883,4.8548372
Hoofddorpplein 5-3,52.3508944,4.850228
Katwijkstraat 11-1,52.350898,4.847014
Katwijkstraat 19-H,52.3509131,4.8464558
Lutmastraat 87-1,52.3509272,4.8971071
Lomanstraat 92-1,52.3509388,4.8580361
Fraunhoferstraat 26,52.3509608,4.937249
Lutmastraat 95-1,52.3509827,4.8974734
Amstelveenseweg 145-3,52.3509887,4.8571259
Linnaeusparkweg 184-1,52.351002,4.9386429
Dusartstraat 57-H,52.3510297,4.8894156
Noorderakerweg 90-D,52.3510626,4.7781596
Hofmeyrstraat 30-H,52.3510786,4.9167578
Diamantstraat 133,52.3510821,4.9063814
Noorderakerweg 90-C,52.3511092,4.7780306
Schinkelkade 50-2,52.3511133,4.8528678
Schollenbrugpad 28,52.3511377,4.91347
Schollenbrugpad 12,52.3511556,4.9134698
Amstelveenseweg 214-3,52.3511912,4.8562567
Valeriusstraat 245-2,52.3511987,4.8578716
Linnaeusparkweg 177-1,52.3512184,4.9388168
Woestduinstraat 99-H,52.351234,4.8477735
Cornelis Krusemanstraat 11-1,52.3512501,4.863375
Ladogameerhof 34,52.3512522,4.7800613
Cornelis Troostplein 3-D,52.3512556,4.8917615
Rustenburgerstraat 391-H,52.3512611,4.8909536
Hendrik Jacobszstraat 22-H,52.3512635,4.8603653
Amstelveenseweg 139-1,52.3512668,4.8570195
President Steynstraat 5-2,52.3512753,4.9164482
Trijn Hullemanlaan 102,52.3513025,4.785628
Zeilstraat 14-1,52.3513134,4.8553897
Valeriusstraat 233-3,52.3513359,4.8584569
Veerstraat 45-H,52.3513521,4.8541126
Saffierstraat 110,52.3513532,4.9067454
Veerstraat 43-H,52.3513794,4.8541857
Wethouder Frankeweg 7-A,52.3513867,4.9357916
Saffierstraat 136,52.3514354,4.9070528
Heemstedestraat 29-H,52.3514559,4.8473009
Heemstedestraat 13-1,52.3514603,4.8481226
Van Ostadestraat 12-3,52.3514699,4.8872819
Fraunhoferstraat 41-1,52.3514744,4.937596
Huiswoudstraat 50,52.3514961,5.013132
Karel du Jardinstraat 57,52.3515781,4.8958523
James Wattstraat 60-1,52.3515845,4.9241944
Van Woustraat 181-4,52.3515921,4.9034996
Marcusstraat 9-F,52.3515929,4.9122518
Pieter Calandlaan 895,52.3516127,4.7989804
Rustenburgerstraat 378-H,52.3516259,4.8920796
Koninginneweg 192-C,52.3516269,4.8570773
Rustenburgerstraat 376-2,52.3516349,4.8921676
Mendelhof 3-1,52.3516359,4.9446689
Rustenburgerstraat 372-3,52.3516537,4.892314
H. Gerhardstraat 26,52.3516795,4.8015774
Jan Smitstraat 14,52.3516803,4.7999188
Ferdinand Bolstraat 143-1,52.351704,4.8915504
Van Ostadestraat 13-3V,52.3517152,4.8875869
Radioweg 54,52.3517231,4.9415711
Hofmeyrstraat 3-B,52.3517464,4.9151074
Ferdinand Bolstraat 141-3,52.3517579,4.8915502
Joh.M. Coenenstraat 48,52.3517594,4.8791767
Hoofddorpplein 18-1,52.3517656,4.8500563
Diamantstraat 26-2,52.3517712,4.9056399
Lomanstraat 26-2,52.3517714,4.8613433
Trimurtistraat 18,52.3517812,5.0148632
Rustenburgerstraat 350-2,52.3517918,4.8931639
Trimurtistraat 30,52.3517931,5.014794
Max Planckstraat 29-1,52.351804,4.9463698
Koninginneweg 245-H,52.351811,4.8581725
Johannes van der Waalsstraat 51-1,52.351838,4.9410562
Veerstraat 1-2,52.3518547,4.855897
Marcusstraat 97,52.3518973,4.9130239
Eva Besnyöstraat 71,52.3518993,5.0047853
Van Ostadestraat 51-H,52.3519006,4.8889943
Eva Besnyöstraat 67,52.3519083,5.0047854
Warmondstraat 195-3,52.3519257,4.849673
Rustenburgerstraat 315-4,52.3519359,4.8955842
Koninginneweg 233-H,52.3519481,4.8586847
Van Ostadestraat 110-A,52.3519529,4.8909018
Wethouder Frankeweg 35-3,52.3519567,4.9367249
Pieter Calandlaan 226-L,52.3519582,4.797963
Warmondstraat 193-2,52.3519706,4.8496722
Ferdinand Bolstraat 158-G,52.3519722,4.8911952
Rustenburgerstraat 307-3,52.3519823,4.8958773
Van Ostadestraat 55-3,52.3519836,4.8896535
Rustenburgerstraat 305-H,52.3519914,4.895965
Dusartstraat 27-3,52.352001,4.8894927
Sloterkade 134-B,52.3520089,4.852167
Akersingel 16,52.3520118,4.7783676
Max Planckstraat 10-2,52.3520249,4.9453698
Rutherfordstraat 4-2,52.3520303,4.9444007
Max Planckstraat 19-1,52.3520542,4.9459857
Pieter Aertszstraat 30-3,52.3520609,4.899663
Rustenburgerstraat 300-A,52.3520792,4.8953184
Johan Hofmanstraat 319,52.3520918,4.7940419
Valeriusstraat 169-3,52.3521227,4.8615447
Amstelveenseweg 192-2,52.3521605,4.8559224
Tolstraat 87-3,52.3521809,4.9024503
Rustenburgerstraat 280-1V,52.3521905,4.8960803
De Lairessestraat 176-C,52.3521953,4.8657416
Radioweg 36-1,52.3521957,4.9405536
IJburglaan 1500,52.352217,5.0002178
Srefidensiplein 4,52.3522235,5.0126053
Van Ostadestraat 156-3,52.3522394,4.8932207
Rustenburgerstraat 265-1,52.3522419,4.8977091
Sluisstraat 40-3,52.3522433,4.8542482
Julius Pergerstraat 248,52.3522436,5.0030499
Middenweg 109-3,52.352249,4.9333321
Rustenburgerstraat 270-4,52.3522498,4.896419
Johan Hofmanstraat 210,52.3522514,4.7955226
Johan Hofmanstraat 252,52.3522517,4.7955812
Sluisstraat 15-H,52.3522549,4.855041
Julius Pergerstraat 204,52.3522619,5.0030354
Sluisstraat 38-H,52.3522708,4.8543211
Julius Pergerstraat 158,52.3522796,5.0030058
Ringdijk 54-H,52.352306,4.9225869
Srefidensiplein 10,52.3523101,5.0125235
Tweede Van der Helststraat 11-1,52.3523206,4.8950075
Tweede Van der Helststraat 9-2,52.3523566,4.8950073
Ferdinand Bolstraat 123-C,52.3523598,4.8914697
Dusartstraat 13-F,52.3523605,4.8895029
Lamarckhof 12-2,52.3523627,4.9443386
Johan Hofmanstraat 219,52.3523771,4.7954622
Johan Hofmanstraat 199,52.3523772,4.7954769
Roelof Hartstraat 29-1,52.352435,4.8858473
Ceintuurbaan 250-3,52.3524513,4.8897957
Roelof Hartstraat 21-2,52.3524514,4.8854802
Middenweg 99-3,52.3524976,4.93295
Sluisstraat 16-3,52.3525078,4.8551402
Senefelderstraat 9-1,52.3525443,4.9260044
Johan Hofmanstraat 140,52.3525645,4.7970303
Van Ostadestraat 204-B,52.3525996,4.8955311
Ruysdaelkade 177-2,52.3526013,4.8869318
Senefelderstraat 7-H,52.3526162,4.925901
Haarlemmermeerstraat 143-3,52.352622,4.8506041
De Lairessestraat 152-1,52.3526523,4.8674682
Tolstraat 64-4,52.3526851,4.9056089
Van Ostadestraat 220-1,52.3526938,4.8961335
Valeriusplein 9-B5,52.3526973,4.8651295
Haarlemmermeerstraat 138-2,52.3527097,4.8501328
Saxen-Weimarlaan 44-1,52.3527133,4.8569141
Ceintuurbaan 57-3,52.3527195,4.8893377
Bennebroekstraat 31-H,52.3527569,4.846742
Rustenburgerstraat 144-A20,52.3528021,4.9001114
Bronckhorststraat 30-1,52.3528158,4.8802948
Ben Viljoenstraat 4-A,52.3528171,4.9154042
Eerste Jan van der Heijdenstraat 20-H,52.3528357,4.8872668
Ceintuurbaan 79-2,52.3528402,4.8902607
Rustenburgerstraat 129-2,52.3528507,4.901548
Theodorus Majofskistraat 43-H,52.3528657,4.831388
Eerste Jan van der Heijdenstraat 30-2A,52.352901,4.8877357
Eerste Jan van der Heijdenstraat 38-3A,52.3529295,4.888117
Eerste Jan van der Heijdenstraat 36-C,52.3529377,4.8880144
Hacquartstraat 5-A,52.3529538,4.874789
Pieter Baststraat 16-3,52.3529787,4.8847108
Tolstraat 194-1,52.3529815,4.9071241
Tolstraat 196-H,52.3530085,4.9072408
Middenweg 79-H,52.3530087,4.9321206
Hondecoeterstraat 28-H,52.3530332,4.8785742
Johannes Verhulststraat 206-3,52.3530425,4.8662599
Linnaeusparkweg 111-3,52.3530503,4.935995
Simon Stevinstraat 3-3,52.3530586,4.9257985
Esther de Boer-van Rijkstraat 132-2,52.3530943,4.8264818
Linnaeusparkweg 105-1,52.3531571,4.9357589
Franz Zieglerstraat 8,52.3531972,5.005919
Galvanistraat 6,52.3532114,4.9405874
Dufaystraat 13,52.3532134,4.8683423
Balthasar Floriszstraat 34-H,52.3532252,4.8858385
Linnaeushof 9-2,52.3532272,4.93294
Amstelveenseweg 168-2,52.3532294,4.8557775
Zacharias Jansestraat 33-H,52.3532376,4.9286542
Tweede Schinkelstraat 23-D,52.3532612,4.8548233
Haarlemmermeerstraat 118-H,52.3532669,4.8501256
Anielewiczsingel 33,52.3532806,4.7769264
Linnaeusparkweg 92-3,52.353298,4.9349499
Ruysdaelstraat 73-P,52.3533002,4.8800838
Westlandgracht 71-H,52.3533387,4.8461776
Sarphatipark 66-A1,52.3533396,4.8958482
Van Ostadestraat 296-1,52.3533472,4.8998399
J.J. Viottastraat 32-2,52.3533864,4.8729638
Cornelis Anthoniszstraat 20-3,52.3533878,4.8837817
Ruysdaelstraat 118-B,52.3534061,4.8796275
Eerste Jan van der Heijdenstraat 98-2,52.3534474,4.8915457
Louis Davidsstraat 15,52.3535147,4.8092299
Carry Pothuis-Smitstraat 6,52.3535282,4.7973991
Weissenbruchstraat 32-1,52.3535348,4.8497414
Weissenbruchstraat 10-2,52.3535412,4.8511506
IJburglaan 1357,52.3535791,4.9989877
Eerste Jan van der Heijdenstraat 124-2,52.3535865,4.892557
Sloterkade 83-H,52.3535934,4.8527348
IJburglaan 1353,52.3536148,4.998914
Sarphatipark 28-3,52.3536202,4.8941269
Woestduinstraat 37-3,52.3536255,4.8480066
Krijn Taconiskade 21,52.3536485,5.0034009
Zacharias Jansestraat 11-3,52.3536628,4.9293543
Van Ostadestraat 273,52.3536921,4.9006434
Rustenburgerstraat 25-B,52.3537012,4.9051056
Leiduinstraat 17-2,52.3537472,4.8470382
Willem Beukelsstraat 1-F,52.3537478,4.9257864
Warmondstraat 133-2,52.3537503,4.8496653
Cornelis Anthoniszstraat 39-3,52.3537604,4.8846435
Roosje Vosstraat 109,52.3538003,4.7961485
Emmalaan 4-C,52.3538038,4.8631068
Zacharias Jansestraat 3-H,52.3538166,4.9296318
Middenweg 50-1,52.3538364,4.9300862
Pieter Calandlaan 367,52.3538606,4.8101354
Cornelis Anthoniszstraat 53-1,52.3538702,4.8851853
Linnaeusparkweg 62-2,52.3538963,4.93399
Ruysdaelstraat 64-H,52.3539219,4.8824104
Sarphatipark 136-2,52.3539364,4.8989087
Cornelis Anthoniszstraat 63-3,52.3539439,4.885566
Valeriusstraat 89-H,52.3539502,4.868378
Carnapstraat 53,52.3539533,4.839065
Amsteldijk 57,52.3539562,4.9064048
Carnapstraat 29,52.3539712,4.839065
Baden Powellweg 44-G,52.353974,4.7930777
Sint Willibrordusstraat 83-H,52.35398,4.900846
IJburglaan 896,52.353986,4.9969777
Eerste Jan Steenstraat 67,52.3539958,4.8893965
Hondecoeterstraat 14-A,52.3540011,4.8783933
Govert Flinckstraat 50-3,52.3540052,4.887459
Warmondstraat 140-3,52.3540155,4.8492485
Simon Stevinstraat 3-H,52.3540166,4.9279264
Simon Stevinstraat 3-2,52.3540167,4.9279265
Eerste Schinkelstraat 12-2,52.3540241,4.8545791
Van Ostadestraat 376-1,52.3540248,4.9028855
Pieter Calandlaan 311,52.3540264,4.8109838
Reitzstraat 113,52.3540312,4.9178572
Sint Willibrordusstraat 66-E,52.3540323,4.9003314
Frans van Mierisstraat 75-D,52.3540433,4.8807068
Eerste Schinkelstraat 8-3,52.354061,4.8547401
Eerste Schinkelstraat 8-H,52.3540612,4.85474
Jacques Veltmanstraat 42-1,52.354065,4.8321943
Amstelveenseweg 140-2,52.3540819,4.8554738
Ceintuurbaan 358-4,52.3540829,4.8995089
Koninginneweg 65-3,52.3540849,4.8669161
